"cip_code","program_title","degree_level","earnings_4_yr_median_pell","earnings_4_yr_median_nonpell","earnings_4_yr_median","school_name","school_id"
"5007","Fine and Studio Arts.",3,,,,"University of Mobile",101693
"5009","Music.",3,,,,"University of Mobile",101693
"5109","Allied Health Diagnostic, Intervention, and Treatment Professions.",3,,,,"University of Mobile",101693
"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,,,79845,"University of Mobile",101693
"5202","Business Administration, Management and Operations.",3,,,40469,"University of Mobile",101693
"5203","Accounting and Related Services.",3,,,,"University of Mobile",101693
"5210","Human Resources Management and Services.",3,,,,"University of Mobile",101693
"5214","Marketing.",3,,,,"University of Mobile",101693
"5401","History.",3,,,,"University of Mobile",101693
"0301","Natural Resources Conservation and Research.",3,,,,"University of Montevallo",101709
"0907","Radio, Television, and Digital Communication.",3,36865,,50497,"University of Montevallo",101709
"1101","Computer and Information Sciences, General.",3,,,,"University of Montevallo",101709
"1107","Computer Science.",3,,,,"University of Montevallo",101709
"1312","Teacher Education and Professional Development, Specific Levels and Methods.",3,43181,43434,47823,"University of Montevallo",101709
"1601","Linguistic, Comparative, and Related Language Studies and Services.",3,,,,"University of Montevallo",101709
"1901","Family and Consumer Sciences/Human Sciences, General.",3,,,42038,"University of Montevallo",101709
"2301","English Language and Literature, General.",3,35103,,35858,"University of Montevallo",101709
"2313","Rhetoric and Composition/Writing Studies.",3,,,46767,"University of Montevallo",101709
"2601","Biology, General.",3,,,,"University of Montevallo",101709
"2701","Mathematics.",3,,,,"University of Montevallo",101709
"3099","Multi/Interdisciplinary Studies, Other.",3,,,,"University of Montevallo",101709
"3105","Sports, Kinesiology, and Physical Education/Fitness.",3,39457,,41758,"University of Montevallo",101709
"4005","Chemistry.",3,,,,"University of Montevallo",101709
"4201","Psychology, General.",3,34517,,40809,"University of Montevallo",101709
"4407","Social Work.",3,36437,,43388,"University of Montevallo",101709
"4501","Social Sciences, General.",3,,,,"University of Montevallo",101709
"4510","Political Science and Government.",3,,,,"University of Montevallo",101709
"4511","Sociology.",3,,,,"University of Montevallo",101709
"5005","Drama/Theatre Arts and Stagecraft.",3,,,44624,"University of Montevallo",101709
"5007","Fine and Studio Arts.",3,23285,,35921,"University of Montevallo",101709
"5009","Music.",3,,,,"University of Montevallo",101709
"5102","Communication Disorders Sciences and Services.",3,,,49979,"University of Montevallo",101709
"5202","Business Administration, Management and Operations.",3,,,,"University of Montevallo",101709
"5203","Accounting and Related Services.",3,55056,,57747,"University of Montevallo",101709
"5208","Finance and Financial Management Services.",3,,,48160,"University of Montevallo",101709
"5213","Management Sciences and Quantitative Methods.",3,,,,"University of Montevallo",101709
"5214","Marketing.",3,,,53492,"University of Montevallo",101709
"5401","History.",3,,,44563,"University of Montevallo",101709
"0405","Interior Architecture.",3,,,,"University of North Alabama",101879
"0901","Communication and Media Studies.",3,34101,,40334,"University of North Alabama",101879
"1101","Computer and Information Sciences, General.",3,,,80423,"University of North Alabama",101879
"1205","Culinary Arts and Related Services.",3,,,38735,"University of North Alabama",101879
"1312","Teacher Education and Professional Development, Specific Levels and Methods.",3,41754,45671,47973,"University of North Alabama",101879
"1500","Engineering Technologies/Technicians, General.",3,,,,"University of North Alabama",101879
"1601","Linguistic, Comparative, and Related Language Studies and Services.",3,,,,"University of North Alabama",101879
"1605","Germanic Languages, Literatures, and Linguistics.",3,,,,"University of North Alabama",101879
"1609","Romance Languages, Literatures, and Linguistics.",3,,,,"University of North Alabama",101879
"1901","Family and Consumer Sciences/Human Sciences, General.",3,39144,,42733,"University of North Alabama",101879
"1909","Apparel and Textiles.",3,,,,"University of North Alabama",101879
"2301","English Language and Literature, General.",3,,,47150,"University of North Alabama",101879
"2601","Biology, General.",3,30838,,52979,"University of North Alabama",101879
"2613","Ecology, Evolution, Systematics, and Population Biology.",3,,,,"University of North Alabama",101879
"2701","Mathematics.",3,,,,"University of North Alabama",101879
"3000","Multi-/Interdisciplinary Studies, General.",3,39563,,34810,"University of North Alabama",101879
"3033","Sustainability Studies.",3,,,,"University of North Alabama",101879
"3099","Multi/Interdisciplinary Studies, Other.",3,,,52044,"University of North Alabama",101879
"3105","Sports, Kinesiology, and Physical Education/Fitness.",3,,,50331,"University of North Alabama",101879
"3199","Parks, Recreation, Leisure, Fitness, and Kinesiology, Other.",3,36749,,40250,"University of North Alabama",101879
"4005","Chemistry.",3,,,72885,"University of North Alabama",101879
"4008","Physics.",3,,,,"University of North Alabama",101879
"4099","Physical Sciences, Other.",3,,,78082,"University of North Alabama",101879
"4227","Research and Experimental Psychology.",3,,,33565,"University of North Alabama",101879
"4301","Criminal Justice and Corrections.",3,36878,,48913,"University of North Alabama",101879
"4407","Social Work.",3,34483,,37853,"University of North Alabama",101879
"4501","Social Sciences, General.",3,,,,"University of North Alabama",101879
"4507","Geography and Cartography.",3,49080,,50445,"University of North Alabama",101879
"4510","Political Science and Government.",3,,,43706,"University of North Alabama",101879
"4511","Sociology.",3,37149,,33810,"University of North Alabama",101879
"5005","Drama/Theatre Arts and Stagecraft.",3,,,,"University of North Alabama",101879
"5007","Fine and Studio Arts.",3,,,39550,"University of North Alabama",101879
"5009","Music.",3,,,41734,"University of North Alabama",101879
"5010","Arts, Entertainment, and Media Management.",3,34353,,48020,"University of North Alabama",101879
"5107","Health and Medical Administrative Services.",3,,,,"University of North Alabama",101879
"5122","Public Health.",3,,,,"University of North Alabama",101879
"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,62487,64897,74550,"University of North Alabama",101879
"5202","Business Administration, Management and Operations.",3,42768,48296,51912,"University of North Alabama",101879
"5203","Accounting and Related Services.",3,48684,,56814,"University of North Alabama",101879
"5206","Business/Managerial Economics.",3,,,,"University of North Alabama",101879
"5208","Finance and Financial Management Services.",3,,,51994,"University of North Alabama",101879
"5209","Hospitality Administration/Management.",3,,,,"University of North Alabama",101879
"5212","Management Information Systems and Services.",3,50483,,75870,"University of North Alabama",101879
"5213","Management Sciences and Quantitative Methods.",3,,,,"University of North Alabama",101879
"5214","Marketing.",3,46762,,51124,"University of North Alabama",101879
"5401","History.",3,,,41728,"University of North Alabama",101879
